,dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
670,0.33,0.31,0.713333333,1,2,no,no,no,no,10.60000038,0,no,no
671,0.28,0.28,0.6,1,1,no,no,yes,no,3.200000048,0,no,no
672,0.33,0.18,0.757575758,3,1,no,no,no,yes,3.099999905,0,no,no
673,0.37,0.29,0.953333333,3,2,no,yes,yes,yes,4.300000191,0,no,yes
674,0.32,0.24,0.918518519,2,2,no,no,no,no,3.200000048,0,no,no
675,0.27,0.27,0.696721311,1,2,no,no,no,yes,3.900000095,0,no,no
676,0.28,0.28,0.951388889,1,2,no,no,no,no,4.300000191,0,no,no
677,0.39,0.3,0.952380952,1,2,no,no,no,no,3.099999905,0,no,no
678,0.38,0.31,0.938931298,5,2,no,no,no,no,3.200000048,0,no,no
679,0.38,0.34,0.8,1,1,no,no,no,no,10.60000038,0,no,no
680,0.38,0.31,0.947826087,1,2,no,yes,no,yes,3.200000048,1,no,yes
681,0.3,0.25,0.904,6,2,no,no,no,no,2,0,yes,yes
682,0.39,0.25,0.857142857,6,2,no,no,no,no,2,0,yes,no
683,0.34,0.22,0.63197026,1,2,no,no,no,no,3.099999905,0,no,no
684,0.19,0.17,0.340425532,1,2,no,no,yes,no,3.200000048,0,no,no
685,0.34,0.26,0.575384615,6,3,yes,no,no,no,3.099999905,0,no,no
686,0.33,0.32,0.518134715,1,2,no,no,no,yes,3.200000048,0,no,no
687,0.31,0.19,0.75,5,2,no,no,yes,no,4.300000191,1,no,no
688,0.29,0.28,0.8,1,2,no,no,no,no,3.900000095,1,yes,no
689,0.2,0.2,0.409356725,4,2,no,no,no,no,3.200000048,0,no,no
690,0.45,0.34,0.545454545,5,2,no,no,no,no,3.200000048,0,no,no
691,0.32,0.27,0.788888889,1,2,no,no,no,no,3.200000048,1,no,no
692,0.2,0.09,0.777777778,1,1,no,no,yes,no,3.200000048,1,no,no
693,0.27,0.19,0.796511628,1,1,no,no,yes,no,3.200000048,0,no,no
694,0.13,0.11,0.354166667,1,2,no,no,no,yes,1.799999952,0,no,no
695,0.15,0.07,0.857142857,1,1,no,no,yes,no,1.799999952,1,no,no
696,0.1,0.02,0.8,1,1,no,no,yes,no,3.200000048,0,no,no
697,0.38,0.24,0.562913907,1,2,no,no,no,no,10.60000038,0,no,no
698,0.22,0.13,0.793814433,1,1,no,no,no,no,3.900000095,1,no,no
699,0.22,0.21,0.603351955,1,1,no,no,yes,no,4.300000191,0,no,no
700,0.13,0.12,0.8,1,2,no,no,yes,no,3.200000048,1,no,no
701,0.07,0.04,0.512195122,1,1,no,no,no,yes,3.900000095,1,no,no
702,0.36,0.3,0.591054313,1,1,no,no,no,yes,3.099999905,0,no,yes
703,0.36,0.3,0.591054313,1,1,no,no,no,yes,3.099999905,0,no,yes
704,0.246499996,0.244699993,0.795652174,1,1,no,no,no,no,3.200000048,0,no,no
705,0.218999996,0.168999996,0.581818182,1,1,no,no,no,no,3.900000095,0,no,no
706,0.312999992,0.213999996,0.942857143,5,2,no,yes,no,no,3.900000095,0,no,yes
707,0.377000008,0.288999996,0.753012048,1,1,no,no,yes,no,10.60000038,0,no,no
708,0.121000004,0.074000001,0.767123288,1,1,no,no,yes,yes,1.799999952,1,no,no
709,0.318999996,0.28,0.754098361,1,1,no,no,no,no,3.200000048,1,no,no
710,0.357000008,0.278999996,0.697761194,1,2,no,no,no,no,4.300000191,0,no,no
711,0.377999992,0.213999996,0.76146789,1,1,no,no,yes,yes,3.200000048,1,no,no
712,0.292999992,0.202999992,0.897727273,1,2,no,no,no,no,4.300000191,0,no,no
713,0.380999985,0.297000008,0.771812081,1,2,no,no,no,no,4.300000191,1,no,no
714,0.232999992,0.2,0.68597561,1,1,no,no,no,yes,3.200000048,1,no,no
715,0.287000008,0.271000004,0.555555556,1,1,no,no,no,yes,2,0,no,no
716,0.245,0.212999992,0.704225352,1,3,no,no,yes,no,3.200000048,0,no,no
717,0.295,0.213999996,0.897435897,2,2,no,no,no,no,10.60000038,0,no,no
718,0.392999992,0.187999992,0.766423358,1,2,no,no,no,no,3.200000048,0,no,no
719,0.33,0.29,0.649350649,5,2,no,no,no,no,3.099999905,0,no,no
720,0.297999992,0.258999996,0.178571429,1,2,no,no,no,no,3.200000048,0,no,no
721,0.402999992,0.344000015,0.798107256,1,1,no,no,no,no,3.200000048,0,no,no
722,0.385999985,0.301000004,0.862068966,1,2,no,no,no,no,3.200000048,0,no,no
723,0.382000008,0.222999992,0.95,6,2,no,no,no,yes,3.200000048,0,yes,yes
724,0.352000008,0.267000008,0.627615063,1,1,no,no,no,no,3.200000048,1,no,no
725,0.306000004,0.206000004,0.571428571,1,2,no,no,no,yes,3.200000048,0,no,no
726,0.400099983,0.311299992,0.767045455,1,2,no,no,no,no,2,0,no,no
727,0.27,0.232000008,0.94488189,1,2,no,no,no,no,3.099999905,0,no,no
728,0.385,0.23,0.800539084,1,2,no,no,no,yes,3.200000048,1,no,no
729,0.212000008,0.177000008,0.875486381,1,2,no,no,no,no,3.200000048,0,no,no
730,0.175,0.11,0.790540541,2,1,no,no,no,no,3.099999905,1,no,no
731,0.299599991,0.276399994,0.42962963,1,2,no,no,no,yes,4.300000191,1,no,no
732,0.257999992,0.252000008,0.75,1,1,no,no,no,no,3.900000095,0,no,no
733,0.266000004,0.261000004,0.411522634,1,1,no,no,no,no,2,0,no,no
734,0.242999992,0.155,0.58436214,1,1,no,no,no,yes,3.200000048,1,no,no
735,0.155,0.133000002,0.8,5,1,no,no,no,no,3.200000048,1,no,no
736,0.3,0.125,0.8,2,1,no,no,no,no,5.300000191,0,no,no
737,0.399000015,0.312000008,0.574712644,1,3,no,no,no,no,3.900000095,0,no,no
738,0.247399998,0.227800007,0.797356828,1,2,no,no,no,yes,3.900000095,0,no,no
739,0.395,0,0.784313725,5,1,no,no,yes,no,1.799999952,1,yes,no
740,0.36,0.2,0.8,1,2,no,no,no,yes,2,0,no,no
741,0.43,0.43,0.64231738,1,1,no,no,yes,no,3.099999905,0,no,yes
742,0.39,0.19,0.8,1,1,no,no,no,no,5.300000191,0,no,no
743,0.33,0.27,0.75862069,1,2,no,no,no,no,3.200000048,0,no,no
744,0.35,0.2,0.620689655,1,1,no,no,yes,no,10.60000038,1,no,no
745,0.33,0.26,0.8,2,2,no,no,no,no,2,0,no,no
746,0.43,0.32,0.316091954,1,2,no,no,no,no,4.300000191,0,no,no
747,0.29,0.28,0.625,1,2,no,no,no,yes,3.099999905,0,no,no
748,0.28,0.24,0.78358209,1,2,no,no,no,no,3.200000048,0,no,no
749,0.4,0.18,0.604166667,1,2,no,no,no,yes,3.099999905,0,no,no
750,0.37,0.22,0.786885246,3,2,no,no,no,no,3.900000095,0,no,no
751,0.33,0.33,0.512820513,3,2,no,no,no,no,3.200000048,0,no,no
752,0.28,0.24,0.796875,1,1,no,no,no,no,1.799999952,0,no,no
753,0.36,0.31,0.631067961,1,1,no,no,no,no,10.60000038,0,no,no
754,0.45,0.18,0.87,1,1,yes,no,yes,yes,8.899999619,0,no,no
755,0.3,0.13,0.5,1,1,no,no,no,no,3.099999905,0,no,no
756,0.38,0.21,0.353982301,1,1,no,no,yes,yes,3.900000095,0,no,no
757,0.29,0.29,0.333333333,1,1,no,no,no,yes,3.099999905,0,no,no
758,0.33,0.31,0.576923077,1,1,no,no,yes,no,3.900000095,0,no,no
759,0.21,0.21,0.462962963,1,1,yes,no,no,no,3.200000048,0,no,no
760,0.31,0.22,0.712328767,1,2,no,no,no,no,1.799999952,1,yes,no
761,0.19,0.19,0.663366337,1,2,no,no,no,yes,3.200000048,1,yes,no
762,0.36,0.36,0.611111111,2,2,no,no,no,yes,3.200000048,1,yes,no
763,0.35,0.28,0.688372093,1,2,no,no,no,no,1.799999952,1,yes,no
764,0.37,0.28,0.887323944,5,2,no,no,no,yes,3.900000095,0,yes,no
765,0.34,0.28,0.792307692,2,2,no,no,no,yes,3.200000048,0,no,no
766,0.33,0.27,0.8,2,2,no,no,no,no,3.200000048,1,no,no
767,0.31,0.3,0.470238095,1,2,no,no,no,yes,3.200000048,0,no,no
768,0.345800018,0.345800018,0.565217391,1,1,no,no,no,yes,3.200000048,1,no,no
769,0.42,0.32,0.940909091,2,2,no,no,yes,no,4.300000191,0,yes,no
770,0.38,0.28,1,5,2,no,no,no,yes,3.200000048,1,yes,no
771,0.35,0.26,0.615384615,2,2,no,no,no,yes,3.099999905,1,yes,no
772,0.33,0.27,0.605769231,3,2,no,no,no,yes,3.200000048,1,no,no
773,0.24,0.24,0.884615385,3,2,no,no,no,no,3.900000095,1,yes,no
774,0.280900002,0.239699993,0.876190476,1,2,no,no,no,yes,1.799999952,1,yes,no
775,0.32,0.32,0.732283465,1,2,no,no,no,yes,2,1,no,no
776,0.16,0.1,0.72,2,1,no,no,no,no,3.200000048,0,yes,no
777,0.25,0.13,0.8,1,1,no,no,yes,no,1.799999952,0,yes,no
778,0.35,0.32,0.8,1,2,no,no,yes,yes,3.200000048,1,no,no
779,0.38,0.3,0.523529412,1,2,no,no,no,yes,3.200000048,1,yes,no
780,0.32,0.31,0.80952381,1,2,no,no,no,yes,3.200000048,1,yes,no
781,0.35,0.23,0.772727273,2,2,no,no,no,yes,3.200000048,0,yes,no
782,0.27,0.2,0.721461187,1,2,no,no,no,yes,3.200000048,0,yes,no
783,0.25,0.22,0.904761905,1,2,no,no,no,no,3.900000095,1,yes,no
784,0.29,0.22,1.013986014,3,2,no,no,no,no,3.099999905,1,yes,no
785,0.271200008,0.271200008,0.647619048,4,2,no,no,no,yes,3.200000048,1,yes,no
786,0.32,0.27,0.847619048,1,2,no,no,no,yes,2,1,yes,no
787,0.31,0.19,0.771428571,2,2,no,no,no,yes,3.200000048,0,yes,no
788,0.37,0.23,0.819047619,2,2,no,no,no,yes,3.900000095,1,yes,no
789,0.58,0.58,0.819047619,4,2,no,no,no,yes,3.200000048,1,yes,no
790,0.33,0.27,0.859813084,2,2,no,no,no,no,3.599999905,1,yes,no
791,0.16,0.12,0.840625,2,1,no,no,no,yes,3.200000048,0,yes,no
792,0.38,0.31,0.8,3,2,no,no,no,yes,3.200000048,1,yes,no
793,0.34,0.31,0.727272727,3,2,no,no,no,no,1.799999952,0,yes,no
794,0.39,0.26,0.934371508,2,2,no,no,no,no,3.200000048,0,yes,yes
795,0.45,0.2,0.948453608,1,2,no,no,no,no,3.200000048,0,yes,yes
796,0.51,0.41,0.941176471,1,2,no,no,no,yes,5.300000191,0,yes,yes
797,0.43,0.33,0.794392523,6,2,yes,no,no,no,3.200000048,1,yes,yes
798,0.31,0.27,0.80952381,6,2,no,yes,no,yes,3.200000048,1,yes,yes
799,0.46,0.33,0.315789474,4,2,no,no,no,yes,1.799999952,0,yes,yes
800,0.24,0.24,0.97826087,5,2,yes,no,no,yes,10.60000038,0,yes,yes
801,0.22,0.19,1.95,2,1,no,yes,no,no,3.200000048,1,yes,no
802,0.22,0.19,0.95,2,1,no,yes,no,no,4.300000191,1,yes,yes
803,0.18,0.05,0.1875,1,2,no,no,no,yes,2,1,yes,yes
804,0.66,0.31,0.902564103,2,2,no,no,no,yes,3.200000048,1,no,yes
805,0.59,0.24,0.941176471,3,2,no,yes,no,no,10.60000038,1,yes,yes
806,0.35,0.32,0.940594059,3,2,yes,yes,no,yes,3.900000095,1,yes,yes
807,0.52,0.51,0.949640288,4,2,no,yes,no,yes,3.200000048,0,yes,yes
808,0.42,0.27,0.878571429,3,2,no,yes,no,no,3.200000048,0,yes,yes
809,0.41,0.34,0.993873425,3,2,yes,yes,no,no,3.200000048,0,yes,yes
810,0.49,0.33,0.623762376,1,2,no,yes,no,no,3.200000048,1,yes,yes
811,0.46,0.36,0.714285714,2,2,no,no,no,no,3.200000048,1,yes,yes
812,0.25,0.19,0.448,1,2,no,no,no,yes,1.799999952,0,yes,yes
813,0.39,0.28,0.752688172,5,2,yes,yes,no,yes,2,1,yes,yes
814,0.41,0.34,0.859375,5,2,no,yes,no,no,2,0,no,yes
815,0.26,0.26,0.75,4,2,no,no,no,yes,3.200000048,1,yes,yes
816,0.36,0.25,0.85,5,2,no,no,no,yes,3.200000048,1,yes,yes
817,0.39,0.34,0.897097625,5,2,no,no,no,yes,3.200000048,0,yes,yes
818,0.36,0.26,0.857142857,5,2,yes,no,no,yes,3.900000095,1,yes,yes
819,0.252999992,0.237000008,0.817307692,6,2,yes,yes,no,yes,3.900000095,1,yes,yes
820,0.83,0.49,0.945578231,5,2,no,no,no,yes,3.900000095,0,yes,yes
821,0.34,0.23,0.976470588,1,2,no,yes,no,no,2,0,yes,yes
822,0.26,0.26,0.552147239,1,2,no,no,no,no,3.200000048,0,no,no
823,0.28,0.23,0.830769231,2,2,no,yes,yes,yes,3.200000048,0,no,yes
824,0.34,0.28,0.803571429,1,2,no,no,no,yes,5.300000191,0,no,yes
825,0.37,0.23,0.696721311,1,1,no,no,no,yes,3.200000048,0,no,no
826,0.23,0.18,0.608391608,2,1,no,no,yes,no,10.60000038,0,no,yes
827,0.31,0.26,0.818181818,1,2,no,no,no,no,3.200000048,0,no,no
828,0.36,0.27,0.646017699,1,1,no,no,no,no,3.200000048,0,no,no
829,0.41,0.4,0.734693878,1,2,no,no,no,no,10.60000038,0,no,no
830,0.31,0.3,0.798387097,1,2,no,no,no,yes,3.200000048,0,no,no
831,0.44,0.4,0.67357513,2,1,no,no,no,no,5.300000191,0,no,no
832,0.37,0.28,0.224719101,2,1,no,no,no,no,1.799999952,0,no,no
833,0.39,0.31,0.5,1,1,no,no,no,no,3.200000048,0,no,no
834,0.38,0.28,0.666666667,3,1,no,no,no,no,10.60000038,0,no,no
835,0.45,0.21,0.307692308,3,1,no,no,no,yes,4.300000191,1,no,no
836,0.34,0.31,0.636942675,1,2,no,no,no,no,2,0,no,no
837,0.34,0.22,0.8,3,1,no,no,no,yes,3.099999905,1,no,no
838,0.36,0.32,0.669966997,1,2,no,no,no,no,3.200000048,0,no,no
839,0.54,0.47,0.956140351,6,2,yes,no,no,no,3.200000048,0,no,yes
840,0.35,0.22,0.8,1,1,no,no,no,no,3.200000048,1,no,no
841,0.33,0.22,0.795348837,5,2,no,no,no,no,3.200000048,0,no,no
842,0.35,0.3,0.795348837,1,1,no,no,no,no,5.300000191,0,no,no
843,0.31,0.28,0.652849741,1,3,no,no,no,no,3.900000095,0,no,no
844,0.25,0.22,0.797546012,3,2,no,no,no,no,3.200000048,0,no,yes
845,0.37,0.27,0.811594203,6,2,no,yes,no,no,3.900000095,0,no,no
846,0.27,0.26,0.893939394,1,2,no,no,no,no,10.60000038,0,no,no
847,0.27,0.2,0.426470588,1,1,no,no,no,no,3.900000095,0,no,no
848,0.36,0.28,0.793103448,1,2,no,no,no,no,5.300000191,0,no,no
849,0.21,0.18,0.6,1,1,no,no,no,no,3.200000048,0,no,no
850,0.3,0.23,0.9,1,2,no,no,no,yes,3.200000048,0,no,no
851,0.34,0.26,0.878571429,6,2,no,no,no,no,3.200000048,0,no,no
852,0.29,0.24,0.795,1,2,no,no,yes,no,3.200000048,0,no,no
853,0.4,0.22,0.944,6,2,no,no,no,yes,3.099999905,0,no,no
854,0.3,0.23,0.73125,1,2,no,no,no,no,3.200000048,0,no,no
855,0.26,0.26,0.18852459,1,2,no,no,no,yes,4.300000191,0,no,no
856,0.28,0.28,0.902857143,1,1,no,no,no,no,3.099999905,0,no,no
857,0.39,0.23,0.655737705,5,1,no,no,no,no,3.200000048,0,no,no
858,0.22,0.156999998,0.887417219,1,1,no,no,no,no,3.200000048,1,no,no
859,0.281000004,0.221000004,0.589285714,1,2,no,no,no,no,3.099999905,0,no,no
860,0.35,0.302999992,0.883870968,5,2,no,no,no,no,5.300000191,0,no,no
861,0.362000008,0.276000004,0.947368421,1,1,no,no,no,no,10.60000038,0,no,no
862,0.344799995,0.2125,0.9,1,1,no,no,no,yes,1.799999952,1,no,no
863,0.364000015,0.276000004,0.925742574,1,1,no,no,yes,no,3.200000048,0,no,no
864,0.176000004,0.172999992,0.764444444,1,2,no,no,no,no,3.900000095,0,no,no
865,0.374000015,0.317199993,0.933333333,1,2,no,no,no,no,1.799999952,0,no,no
866,0.359000015,0.342000008,0.842105263,2,1,no,no,no,no,3.099999905,0,no,no
867,0.283999996,0.253999996,0.357512953,1,2,no,no,no,yes,3.200000048,0,no,no
868,0.336100006,0.3175,0.79245283,1,2,no,no,no,yes,3.900000095,0,no,no
869,0.255,0.171000004,0.791489362,5,1,yes,no,no,no,3.900000095,0,yes,no
870,0.311100006,0.300799999,0.9,2,2,no,no,no,yes,3.200000048,0,no,no
871,0.325999985,0.268999996,0.930232558,1,2,no,no,no,no,2,0,no,no
872,0.328100014,0.3075,0.797101449,1,2,no,no,no,yes,3.200000048,1,no,no
873,0.38,0.3,0.738255034,1,1,no,no,no,no,3.900000095,0,no,no
874,0.322000008,0.312999992,0.8,1,2,no,no,no,no,3.200000048,0,no,no
875,0.316000004,0.212000008,0.661764706,5,2,no,no,no,no,3.200000048,0,no,yes
876,0.225,0.221000004,0.966292135,1,2,no,no,no,yes,3.099999905,1,no,no
877,0.223600006,0.216900005,0.943181818,1,2,no,no,no,yes,2,1,no,no
878,0.222999992,0.222999992,0.6875,1,2,no,no,no,yes,2,0,no,no
879,0.168999996,0.11,0.943181818,2,2,no,no,no,yes,3.200000048,1,no,no
880,0.422000008,0.370999985,0.705202312,2,2,no,no,yes,yes,3.200000048,0,no,no
881,0.326199989,0.198899994,0.384615385,1,1,no,no,no,no,5.300000191,0,no,no
882,0.318999996,0.282000008,0.5,1,1,no,no,no,no,3.099999905,0,no,no
883,0.44,0.32,0.65034965,1,2,no,no,yes,yes,4.300000191,0,no,no
884,0.382000008,0.266000004,0.8,6,2,no,no,no,no,3.200000048,0,yes,no
885,0.303999996,0.245,0.879518072,1,2,no,no,no,no,3.200000048,0,no,no
886,0.34,0.18,0.294117647,2,1,yes,no,yes,yes,10.60000038,0,no,no
887,0.322000008,0.215,0.787234043,2,2,no,no,no,yes,3.099999905,0,no,no
888,0.379000015,0.318999996,0.794871795,1,2,no,no,no,no,3.099999905,0,no,no
889,0.65,0.44,0.571428571,1,1,yes,no,yes,no,3.200000048,0,no,no
890,0.318999996,0.311599998,0.583333333,6,2,no,no,no,yes,3.200000048,1,no,no
891,0.4075,0.298999996,0.704347826,1,2,no,no,no,no,3.900000095,0,no,no
892,0.359199982,0.295,0.873015873,1,2,no,no,no,yes,3.099999905,0,no,no
893,0.195599995,0.145100002,0.5625,1,1,no,no,no,no,3.200000048,0,no,no
894,0.296000004,0.27,0.699481865,6,2,no,no,no,yes,3.200000048,0,no,no
895,0.357000008,0.298999996,0.921568627,1,1,no,no,no,yes,3.099999905,0,no,no
896,0.362000008,0.217000008,0.947826087,1,2,no,no,no,yes,3.200000048,0,no,no
897,0.306000004,0.277999992,0.711864407,5,2,no,no,no,yes,3.200000048,1,no,no
898,0.275,0.256000004,0.9,1,2,no,no,no,yes,3.200000048,0,no,no
899,0.307399998,0.302299995,0.575384615,1,1,no,no,no,no,3.099999905,0,no,no
900,0.324000015,0.262999992,0.754385965,1,1,no,no,yes,yes,3.200000048,0,no,no
901,0.227999992,0.227999992,0.290697674,1,1,no,no,no,no,4.300000191,0,no,no
902,0.374900017,0.307099991,0.878431373,1,1,no,no,no,no,3.099999905,0,yes,no
903,0.402999992,0.241000004,0.524444444,1,1,no,no,no,no,3.200000048,0,no,no
904,0.454000015,0.166000004,0.666666667,2,1,no,no,no,no,10.60000038,0,no,no
905,0.277999992,0.167000008,0.511627907,1,1,no,no,no,no,3.099999905,0,no,no
906,0.287299995,0.251399994,0.761904762,1,1,no,no,no,no,3.200000048,0,no,no
907,0.266000004,0.212000008,0.89,1,2,no,no,no,no,2,0,no,no
908,0.334000015,0.268999996,0.89047619,1,2,no,no,no,yes,1.799999952,0,no,no
909,0.173999996,0.17,0.429885057,2,2,no,no,no,yes,3.200000048,0,no,no
910,0.332999992,0.267999992,0.775,1,2,no,no,no,no,5.300000191,0,no,no
911,0.332999992,0.33,0.464285714,1,1,no,no,no,no,3.099999905,0,no,no
912,0.382000008,0.282000008,0.837037037,1,2,no,no,no,no,3.200000048,0,yes,no
913,0.163999996,0.145,0.324090121,1,1,no,no,no,no,5.300000191,0,no,no
914,0.241000004,0.236000004,0.697674419,1,2,no,no,no,yes,2,1,no,no
915,0.297000008,0.285,0.618556701,1,2,no,no,no,yes,1.799999952,0,no,no
916,0.322999992,0.297000008,0.615384615,1,2,no,no,no,yes,3.200000048,1,no,no
917,0.29,0.15,0.774193548,2,1,no,no,no,no,1.799999952,0,no,no
918,0.340999985,0.268999996,0.86875,1,2,no,no,no,no,3.099999905,0,no,no
919,0.414000015,0.402000008,0.767741935,2,1,no,no,no,yes,3.200000048,0,no,no
920,0.266000004,0.188999996,0.894409938,2,2,no,no,no,no,3.099999905,0,no,no
921,0.259400005,0.248600006,0.665116279,4,2,no,no,no,yes,3.900000095,0,no,no
922,0.489900017,0.265100002,0.632701422,1,1,no,no,yes,no,3.099999905,0,no,no
923,0.266000004,0.131000004,0.547945205,1,1,no,no,no,no,4.300000191,0,no,no
924,0.221000004,0.217999992,0.758196721,1,2,no,no,no,no,3.900000095,1,no,no
925,0.403699989,0.315499992,0.8,1,2,no,no,no,no,3.900000095,0,no,no
926,0.21,0.21,0.476190476,1,1,no,no,no,no,3.200000048,0,no,no
927,0.303999996,0.275,0.8,2,2,no,no,no,yes,3.599999905,0,no,no
928,0.389000015,0.303999996,0.783783784,2,2,no,no,no,yes,3.200000048,0,yes,no
929,0.375,0.276000004,0.779874214,1,2,no,no,no,no,3.099999905,0,no,no
930,0.322999992,0.282999992,0.708860759,1,2,no,no,no,yes,1.799999952,1,no,no
931,0.318999996,0.277999992,0.466666667,2,2,no,no,no,no,10.60000038,0,no,no
932,0.302000008,0.285,0.774468085,6,1,no,no,no,no,3.200000048,0,no,no
933,0.361399994,0.337000008,0.82,1,2,no,no,no,yes,2,0,no,no
934,0.3,0.288999996,0.883870968,1,2,no,no,no,no,2,0,no,no
935,0.208999996,0.133000002,0.727272727,1,1,no,no,no,no,3.200000048,0,no,no
936,0.400999985,0.276000004,0.880952381,6,1,yes,no,no,yes,3.200000048,1,yes,no
937,0.33,0.061999998,0.798611111,6,2,yes,no,no,no,3.200000048,0,no,no
938,0.303999996,0.287999992,0.666666667,1,1,no,no,no,no,3.200000048,0,no,no
939,0.146000004,0.131000004,0.768211921,1,2,no,no,no,no,4.300000191,0,no,no
940,0.37,0.26,0.890410959,1,2,no,no,no,yes,1.799999952,0,no,no
941,0.24,0.24,0.630434783,1,1,no,no,no,no,3.200000048,0,no,no
942,0.21,0.15,0.210526316,1,1,no,no,no,no,10.60000038,0,no,no
943,0.26,0.22,0.797202797,2,2,no,no,no,no,3.900000095,0,no,no
944,0.38,0.31,0.755555556,2,1,no,no,no,yes,3.200000048,0,yes,no
945,0.26,0.26,0.784810127,2,2,no,no,no,no,3.200000048,1,no,no
946,0.18,0.14,0.554347826,3,1,yes,no,yes,no,4.300000191,0,no,no
947,0.24,0.22,0.568181818,1,2,no,no,no,no,3.099999905,0,no,no
948,0.28,0.27,0.909090909,4,2,no,no,no,yes,3.900000095,1,no,no
949,0.25,0.09,0.829545455,1,2,yes,no,no,no,1.799999952,1,no,no
950,0.45,0.45,0.503703704,1,2,no,no,no,yes,3.599999905,1,no,no
951,0.3,0.29,0.72,1,2,no,no,no,yes,3.200000048,1,no,no
952,0.34,0.27,0.842465753,5,2,no,no,no,no,5.300000191,0,no,no
953,0.3,0.28,0.75,6,2,no,no,no,yes,8.899999619,0,no,no
954,0.28,0.25,0.736,1,1,no,no,no,yes,3.200000048,0,no,no
955,0.38,0.27,0.633484163,1,1,no,no,no,no,3.900000095,0,no,no
956,0.34,0.31,0.8,6,2,no,no,no,no,3.200000048,0,no,yes
957,0.35,0.28,0.90797546,3,2,no,no,no,no,3.200000048,0,no,no
958,0.33,0.3,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
959,0.32,0.31,0.861788618,1,2,no,no,no,yes,1.799999952,0,no,no
960,0.22,0.2,0.777027027,1,2,no,no,no,yes,3.099999905,0,no,no
961,0.3,0.23,0.8,5,2,no,no,no,yes,3.900000095,0,no,no
962,0.26,0.25,0.537037037,1,1,no,no,no,no,3.099999905,0,no,no
963,0.34,0.29,0.731707317,3,1,no,no,no,yes,3.200000048,1,no,no
964,0.28,0.25,0.786516854,1,2,no,no,no,yes,3.200000048,0,no,no
965,0.33,0.31,0.9,2,2,no,no,yes,yes,3.200000048,0,no,no
966,0.4,0.35,0.9125,1,2,no,no,no,no,2,0,no,no
967,0.26,0.26,0.851851852,1,2,no,no,no,no,5.300000191,0,no,no
968,0.2,0.2,0.463709677,1,1,no,no,no,no,3.200000048,0,no,no
969,0.34,0.28,0.868421053,1,2,no,no,no,yes,3.200000048,0,yes,no
970,0.33,0.25,0.377358491,5,2,no,no,no,no,3.900000095,0,no,no
971,0.35,0.25,0.947761194,1,2,no,no,no,no,5.300000191,0,no,no
972,0.36,0.25,0.947368421,2,2,no,no,no,yes,3.099999905,0,no,no
973,0.32,0.28,0.573684211,1,2,no,no,no,yes,3.900000095,0,no,no
974,0.32,0.25,0.49,2,2,no,no,no,no,2,0,no,no
975,0.22,0.21,0.891304348,1,2,no,no,yes,no,4.300000191,0,no,no
976,0.28,0.27,0.480851064,2,1,no,no,no,no,10.60000038,0,no,no
977,0.28,0.26,0.949275362,1,2,no,no,no,no,3.900000095,0,no,no
978,0.31,0.3,0.743589744,1,2,no,no,no,yes,3.599999905,0,no,no
979,0.37,0.23,0.785714286,3,1,no,no,no,no,3.099999905,0,no,no
980,0.32,0.29,0.909836066,5,2,no,no,no,no,3.200000048,0,yes,no
981,0.39,0.23,0.505434783,1,2,no,no,no,no,3.200000048,0,no,no
982,0.39,0.25,0.898809524,2,1,no,no,no,no,2,0,no,no
983,0.18,0.12,0.557939914,1,2,no,no,no,yes,3.099999905,0,no,no
984,0.38,0.18,0.873134328,1,1,no,yes,no,yes,4.300000191,0,no,yes
985,0.38,0.33,0.796992481,2,2,no,no,no,yes,3.200000048,0,no,no
986,0.26,0.26,0.739583333,2,2,no,no,no,yes,4.300000191,0,no,no
987,0.36,0.31,0.922764228,3,1,yes,no,yes,yes,4.300000191,0,no,no
988,0.27,0.24,0.22,1,2,no,no,no,yes,10.60000038,0,no,no
989,0.24,0.24,0.692592593,1,2,no,no,yes,no,3.200000048,0,no,no
990,0.25,0.17,0.644827586,1,1,no,no,no,no,3.200000048,0,no,no
991,0.28,0.24,0.796296296,1,2,no,no,no,yes,3.200000048,0,no,no
992,0.39,0.28,0.476190476,1,2,no,no,no,no,3.200000048,0,no,no
993,0.38,0.3,0.693333333,2,2,no,no,no,no,2,0,no,no
994,0.15,0.13,0.214285714,1,2,no,no,no,no,3.200000048,0,no,no
995,0.23,0.14,0.846153846,1,2,no,no,no,no,3.200000048,0,no,no
996,0.2,0.19,0.839285714,6,2,no,no,yes,no,3.200000048,1,no,no
997,0.32,0.26,0.902027027,5,3,no,no,yes,no,3.200000048,1,no,no
998,0.35,0.2,0.8,3,2,no,no,no,no,2,0,no,no
999,0.46,0.46,0.771428571,1,2,no,no,no,yes,10.60000038,0,no,no
1000,0.21,0.16,0.892473118,2,2,no,no,no,no,3.200000048,0,no,no
1001,0.31,0.25,0.902702703,1,2,no,no,no,no,3.200000048,0,no,no
1002,0.29,0.26,0.8,1,2,no,no,yes,yes,10.60000038,0,no,no
1003,0.31,0.26,0.904761905,1,2,no,no,no,yes,2,0,yes,no
1004,0.33,0.2,0.8,1,2,no,no,yes,no,8.899999619,0,no,no
1005,0.33,0.2,0.8,1,2,no,no,no,no,3.200000048,0,no,no
