Age,Job,Income,Schooling,Married_Status,Job_Type,Color_Race,Gender,Place
37, Private,336000, HS-grad, Divorced, Sales, White, Female, United-States
20, Private,95000, HS-grad, Never-married, Adm-clerical, Black, Female, United-States
32, Private,134000, Bachelors, Never-married, Exec-managerial, White, Male, United-States
24, Private,240000, 1st-4th, Never-married, Handlers-cleaners, White, Male, Mexico
39, Private,80000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
18, Private,110000, Some-college, Never-married, Sales, White, Female, United-States
62, Self-emp-not-inc,40000, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States
24, Private,90000, Bachelors, Separated, Exec-managerial, White, Female, United-States
37, Private,194000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
46, Private,207000, Bachelors, Widowed, Adm-clerical, White, Female, United-States
44, Private,86000, HS-grad, Divorced, Craft-repair, White, Male, United-States
53, Private,150000, HS-grad, Never-married, Sales, White, Male, United-States
25, Private,323000, Bachelors, Never-married, Handlers-cleaners, White, Male, United-States
44, Private,238000, Prof-school, Married-civ-spouse, Machine-op-inspct, White, Male, ?
24, Private,36000, Bachelors, Never-married, Sales, White, Male, United-States
61, Private,163000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
45, Local-gov,94000, Masters, Divorced, Prof-specialty, White, Female, United-States
33, Self-emp-not-inc,113000, Some-college, Never-married, Craft-repair, White, Male, United-States
48, Private,183000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
26, Local-gov,73000, HS-grad, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male, United-States
40, ?,507000, HS-grad, Divorced, ?, Black, Female, United-States
68, Private,196000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
24, Private,277000, HS-grad, Divorced, Protective-serv, White, Female, United-States
25, ?,40000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
31, Local-gov,33000, Bachelors, Never-married, Prof-specialty, White, Female, United-States
55, Private,420000, Some-college, Divorced, Other-service, White, Female, United-States
46, Private,171000, Assoc-acdm, Divorced, Sales, White, Female, United-States
58, Private,199000, Bachelors, Divorced, Exec-managerial, White, Male, United-States
56, Private,235000, HS-grad, Widowed, Other-service, White, Female, United-States
45, Federal-gov,168000, Bachelors, Never-married, Adm-clerical, White, Male, United-States
24, Private,146000, Bachelors, Never-married, Exec-managerial, White, Male, United-States
35, Local-gov,72000, HS-grad, Divorced, Farming-fishing, Asian-Pac-Islander, Male, United-States
51, Private,154000, HS-grad, Married-civ-spouse, Tech-support, White, Male, United-States
47, Private,324000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
17, Private,199000, 11th, Never-married, Adm-clerical, White, Female, United-States
21, Private,267000, 10th, Never-married, Prof-specialty, Black, Female, United-States
45, Private,167000, Bachelors, Never-married, Prof-specialty, White, Female, United-States
42, Private,231000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
56, Private,660000, 12th, Widowed, Other-service, Black, Female, United-States
39, Private,182000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
31, Private,186000, 7th-8th, Never-married, Machine-op-inspct, Other, Female, Mexico
20, Federal-gov,179000, Some-college, Never-married, Tech-support, White, Male, United-States
65, Self-emp-not-inc,131000, 5th-6th, Married-civ-spouse, Farming-fishing, White, Male, United-States
44, Private,57000, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States
33, Private,380000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
25, Private,122000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
38, Private,107000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, Local-gov,128000, 10th, Never-married, Transport-moving, White, Male, United-States
33, Self-emp-not-inc,103000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
49, Self-emp-not-inc,242000, HS-grad, Divorced, Other-service, White, Female, United-States
28, Private,174000, HS-grad, Never-married, Exec-managerial, White, Female, United-States
29, Private,233000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
23, Private,352000, Assoc-voc, Never-married, Other-service, White, Male, United-States
37, Self-emp-not-inc,242000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
52, Private,279000, Some-college, Never-married, Prof-specialty, White, Male, United-States
27, Private,177000, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States
47, Private,156000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
21, Private,252000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
41, Federal-gov,20000, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Philippines
61, Private,115000, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States
32, Private,102000, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, United-States
21, Private,314000, Some-college, Never-married, Sales, White, Male, United-States
63, Private,250000, 12th, Married-civ-spouse, Sales, White, Male, United-States
34, Private,227000, Some-college, Married-civ-spouse, Other-service, White, Male, United-States
21, State-gov,197000, Assoc-acdm, Never-married, Tech-support, White, Male, United-States
44, Private,119000, HS-grad, Divorced, Other-service, White, Female, United-States
26, Private,285000, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Male, South
36, Private,280000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
39, Private,145000, Bachelors, Never-married, Prof-specialty, White, Male, ?
52, Private,77000, HS-grad, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Male, Philippines
44, Self-emp-not-inc,167000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
42, Private,335000, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States
60, ?,142000, HS-grad, Married-civ-spouse, ?, White, Male, United-States
31, Private,226000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
30, Private,366000, Some-college, Never-married, Craft-repair, Black, Male, United-States
23, Private,226000, Some-college, Never-married, Prof-specialty, White, Female, United-States
81, State-gov,132000, 1st-4th, Widowed, Other-service, White, Female, United-States
39, Private,258000, Bachelors, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male, ?
38, Private,198000, 10th, Divorced, Machine-op-inspct, Asian-Pac-Islander, Female, Portugal
21, Private,31000, Some-college, Never-married, Exec-managerial, White, Female, United-States
28, Local-gov,335000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
34, Private,61000, Bachelors, Never-married, Exec-managerial, White, Female, United-States
47, Private,107000, HS-grad, Never-married, Other-service, White, Female, United-States
36, Private,144000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
27, Private,40000, HS-grad, Never-married, Transport-moving, White, Male, United-States
56, Private,266000, Bachelors, Never-married, Prof-specialty, White, Female, Cuba
57, Private,143000, HS-grad, Widowed, Other-service, White, Female, ?
42, State-gov,192000, Some-college, Divorced, Adm-clerical, White, Female, United-States
43, Private,114000, HS-grad, Divorced, Craft-repair, White, Male, United-States
48, ?,63000, HS-grad, Married-spouse-absent, ?, White, Female, United-States
53, Private,132000, HS-grad, Divorced, Machine-op-inspct, White, Female, Scotland
58, Private,128000, HS-grad, Divorced, Sales, White, Female, United-States
19, Private,126000, 12th, Never-married, Other-service, White, Male, El-Salvador
37, Private,170000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
41, Self-emp-not-inc,203000, Some-college, Divorced, Prof-specialty, White, Female, United-States
31, Private,110000, 7th-8th, Separated, Craft-repair, White, Female, United-States
31, Private,115000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
53, Local-gov,231000, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States
19, Private,238000, Some-college, Never-married, Sales, White, Male, United-States
56, Private,314000, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States
55, Federal-gov,32000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
51, Private,360000, 5th-6th, Married-civ-spouse, Craft-repair, White, Female, United-States
62, Private,141000, Some-college, Never-married, Adm-clerical, White, Female, United-States
43, Private,83000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
45, ?,120000, 7th-8th, Divorced, ?, Amer-Indian-Eskimo, Male, United-States
28, Local-gov,297000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
46, Private,193000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
62, State-gov,40000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
57, Local-gov,214000, HS-grad, Widowed, Other-service, White, Female, United-States
60, Local-gov,260000, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States
23, Federal-gov,55000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
47, Private,181000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
21, Private,211000, Some-college, Never-married, Adm-clerical, White, Female, United-States
51, Private,200000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
61, Local-gov,177000, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
52, Self-emp-not-inc,141000, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States
76, Private,126000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
24, Private,152000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
31, Self-emp-not-inc,111000, Bachelors, Never-married, Craft-repair, White, Male, United-States
43, Private,130000, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States
58, Federal-gov,30000, Some-college, Widowed, Prof-specialty, Amer-Indian-Eskimo, Female, United-States
18, ?,215000, Some-college, Never-married, ?, White, Female, United-States
19, Private,273000, 12th, Never-married, Adm-clerical, White, Female, United-States
44, Private,196000, Some-college, Divorced, Exec-managerial, White, Female, United-States
41, Local-gov,171000, Some-college, Never-married, Prof-specialty, White, Male, United-States
21, Private,131000, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, Vietnam
40, Private,149000, HS-grad, Divorced, Handlers-cleaners, Black, Male, United-States
25, Private,190000, Some-college, Never-married, Other-service, White, Male, Canada
62, Local-gov,168000, Doctorate, Widowed, Prof-specialty, White, Female, Iran
42, Private,178000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
35, Private,186000, Assoc-voc, Never-married, Tech-support, White, Male, United-States
19, Private,196000, HS-grad, Never-married, Sales, White, Female, United-States
60, Private,55000, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States
20, Private,101000, HS-grad, Never-married, Sales, Other, Male, Puerto-Rico
23, Private,253000, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
18, Private,203000, HS-grad, Never-married, Adm-clerical, White, Female, United-States
40, Private,176000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
19, Private,278000, Some-college, Never-married, Other-service, White, Female, United-States
51, Private,93000, HS-grad, Divorced, Prof-specialty, White, Female, United-States
41, Local-gov,159000, Bachelors, Married-civ-spouse, Protective-serv, White, Male, United-States
18, Private,328000, 10th, Never-married, Other-service, White, Female, United-States
41, Private,211000, Some-college, Married-spouse-absent, Sales, Black, Female, United-States
27, Private,147000, Some-college, Never-married, Exec-managerial, White, Female, United-States
71, Self-emp-not-inc,130000, 1st-4th, Divorced, Craft-repair, White, Female, United-States
25, Private,207000, 12th, Married-civ-spouse, Machine-op-inspct, White, Male, El-Salvador
73, Private,285000, HS-grad, Divorced, Other-service, White, Female, United-States
45, Private,128000, Some-college, Married-civ-spouse, Other-service, White, Male, United-States
25, Private,213000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
50, Private,288000, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States
44, Private,249000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, Ecuador
44, Local-gov,290000, Assoc-voc, Divorced, Protective-serv, White, Female, Cuba
49, Private,55000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
44, Self-emp-inc,57000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
42, Federal-gov,178000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
20, Private,63000, HS-grad, Never-married, Priv-house-serv, White, Female, United-States
66, Private,107000, HS-grad, Widowed, Tech-support, White, Female, United-States
19, Private,87000, Some-college, Never-married, Exec-managerial, White, Male, United-States
60, Private,131000, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States
46, Private,165000, Assoc-voc, Separated, Prof-specialty, White, Male, United-States
42, Private,198000, Assoc-voc, Divorced, Craft-repair, White, Male, United-States
59, Private,262000, Some-college, Divorced, Exec-managerial, White, Female, Outlying-US(Guam-USVI-etc)
58, Private,280000, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, United-States
47, Private,97000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
58, Private,96000, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States
69, ?,323000, Bachelors, Married-civ-spouse, ?, White, Male, United-States
17, ?,281000, 10th, Never-married, ?, White, Female, United-States
19, Private,136000, 11th, Never-married, Farming-fishing, White, Male, United-States
28, Private,65000, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States
37, Private,26000, HS-grad, Separated, Prof-specialty, Amer-Indian-Eskimo, Female, United-States
30, Private,150000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
36, Private,34000, Some-college, Divorced, Prof-specialty, White, Male, United-States
45, Private,173000, 11th, Divorced, Transport-moving, White, Male, United-States
59, Private,107000, 7th-8th, Married-civ-spouse, Other-service, White, Female, United-States
45, Private,132000, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States
53, Local-gov,217000, Doctorate, Divorced, Prof-specialty, White, Female, United-States
37, Private,133000, HS-grad, Divorced, Sales, White, Female, United-States
26, Private,165000, Some-college, Never-married, Sales, White, Female, United-States
53, Local-gov,99000, 9th, Married-civ-spouse, Craft-repair, White, Male, United-States
44, State-gov,59000, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States
27, Private,209000, Bachelors, Never-married, Craft-repair, White, Male, United-States
22, Private,139000, Some-college, Never-married, Craft-repair, White, Male, United-States
41, Private,121000, HS-grad, Divorced, Transport-moving, White, Male, United-States
53, Private,150000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
58, Private,114000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
34, ?,133000, 12th, Separated, ?, Black, Female, United-States
32, Private,212000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
32, Private,440000, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, Mexico
47, Private,98000, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States
27, Private,145000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
25, Private,177000, Some-college, Never-married, Handlers-cleaners, White, Male, United-States
40, Private,142000, 10th, Divorced, Machine-op-inspct, Black, Female, United-States
36, Self-emp-not-inc,48000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
23, Local-gov,315000, HS-grad, Never-married, Transport-moving, White, Male, United-States
44, Private,124000, 9th, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States
19, Private,171000, HS-grad, Never-married, Craft-repair, White, Male, United-States
42, Private,332000, Bachelors, Never-married, Sales, White, Male, United-States
60, Self-emp-not-inc,193000, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States
41, Private,351000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
45, Federal-gov,107000, HS-grad, Never-married, Transport-moving, Asian-Pac-Islander, Female, United-States
67, ?,164000, 5th-6th, Married-civ-spouse, ?, White, Male, United-States
36, Self-emp-not-inc,610000, Bachelors, Married-civ-spouse, Transport-moving, Black, Male, ?
52, State-gov,315000, Masters, Divorced, Prof-specialty, Asian-Pac-Islander, Female, United-States
28, Private,116000, Doctorate, Never-married, Adm-clerical, White, Male, United-States
83, Self-emp-inc,272000, HS-grad, Divorced, Sales, White, Male, United-States
17, Private,168000, 11th, Never-married, Other-service, White, Male, United-States
27, Private,177000, Assoc-voc, Never-married, Craft-repair, White, Male, United-States
35, Self-emp-not-inc,31000, Assoc-voc, Never-married, Farming-fishing, White, Male, United-States
40, Private,131000, Some-college, Never-married, Adm-clerical, White, Female, United-States
23, Private,207000, Assoc-acdm, Married-civ-spouse, Sales, White, Female, United-States
51, Local-gov,264000, 11th, Married-civ-spouse, Handlers-cleaners, Black, Male, United-States
51, Private,341000, 1st-4th, Married-civ-spouse, Other-service, White, Male, Mexico
82, ?,42000, 10th, Widowed, ?, White, Male, United-States
28, Private,107000, HS-grad, Never-married, Exec-managerial, White, Female, United-States
53, Private,291000, HS-grad, Married-civ-spouse, Other-service, White, Male, Germany
29, Private,106000, Bachelors, Never-married, Adm-clerical, White, Female, Canada
19, Private,248000, HS-grad, Never-married, Craft-repair, White, Male, United-States
30, Private,172000, Bachelors, Married-spouse-absent, Sales, White, Female, United-States
23, Private,234000, 7th-8th, Never-married, Machine-op-inspct, Black, Female, Dominican-Republic
66, Private,197000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
27, Private,183000, 11th, Never-married, Craft-repair, White, Male, United-States
35, Private,173000, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States
17, Private,30000, 12th, Never-married, Handlers-cleaners, White, Male, United-States
27, Private,130000, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States
27, Private,213000, Prof-school, Never-married, Prof-specialty, White, Male, United-States
44, Local-gov,190000, Bachelors, Married-civ-spouse, Protective-serv, Black, Female, United-States
64, Private,133000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
62, Self-emp-inc,24000, HS-grad, Widowed, Sales, White, Female, United-States
26, Private,277000, Some-college, Married-civ-spouse, Sales, White, Male, United-States
40, Private,185000, HS-grad, Separated, Machine-op-inspct, White, Male, United-States
40, Private,145000, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States
35, Private,192000, HS-grad, Divorced, Adm-clerical, White, Female, United-States
25, Private,191000, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Male, Taiwan
52, Local-gov,256000, Some-college, Widowed, Adm-clerical, White, Female, United-States
46, Private,99000, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States
30, Private,217000, HS-grad, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male, United-States
52, Private,111000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
28, Private,120000, HS-grad, Never-married, Transport-moving, Other, Male, United-States
17, Private,183000, 10th, Never-married, Other-service, White, Female, United-States
46, State-gov,299000, Some-college, Never-married, Other-service, Black, Female, United-States
45, Private,298000, Bachelors, Divorced, Exec-managerial, White, Male, United-States
21, Private,254000, Some-college, Never-married, Prof-specialty, White, Female, United-States
18, Self-emp-not-inc,207000, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States
17, Private,149000, 11th, Never-married, Other-service, White, Male, United-States
90, Private,140000, Some-college, Divorced, Sales, Black, Female, United-States
23, Private,165000, Some-college, Never-married, Craft-repair, White, Male, United-States
41, Private,120000, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States
19, Self-emp-not-inc,68000, Some-college, Never-married, Farming-fishing, White, Male, United-States
69, Private,229000, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States
23, Federal-gov,41000, Assoc-acdm, Never-married, Exec-managerial, White, Female, United-States
28, Private,185000, Some-college, Never-married, Tech-support, White, Male, United-States
37, Private,109000, Assoc-acdm, Married-civ-spouse, Sales, White, Male, United-States
57, Private,148000, HS-grad, Married-civ-spouse, Sales, White, Male, United-States
30, Local-gov,146000, Some-college, Never-married, Protective-serv, Black, Male, United-States
48, Private,210000, HS-grad, Separated, Adm-clerical, White, Female, United-States
73, Private,199000, HS-grad, Widowed, Other-service, White, Female, United-States
25, Private,521000, 5th-6th, Never-married, Machine-op-inspct, White, Male, Mexico
33, Private,101000, Masters, Never-married, Exec-managerial, White, Male, United-States
36, Private,125000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
28, Private,191000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
57, Private,71000, HS-grad, Divorced, Other-service, White, Female, United-States
31, Private,303000, Some-college, Never-married, Other-service, Black, Female, United-States
35, ?,99000, 9th, Divorced, ?, Amer-Indian-Eskimo, Male, United-States
40, State-gov,391000, HS-grad, Divorced, Other-service, Black, Female, United-States
32, Private,55000, Some-college, Never-married, Prof-specialty, White, Female, United-States
35, ?,203000, Bachelors, Never-married, ?, White, Male, United-States
26, Private,213000, HS-grad, Never-married, Adm-clerical, Black, Female, Jamaica
27, Self-emp-inc,90000, Some-college, Separated, Sales, White, Female, United-States
17, Private,225000, 10th, Never-married, Other-service, White, Female, United-States
29, Private,253000, Some-college, Never-married, Craft-repair, White, Female, United-States
18, Private,78000, 11th, Never-married, Other-service, White, Female, United-States
20, Private,158000, Some-college, Never-married, Sales, White, Male, United-States
69, ?,338000, HS-grad, Married-civ-spouse, ?, White, Male, United-States
18, State-gov,391000, Some-college, Never-married, Other-service, White, Female, United-States
56, Private,135000, HS-grad, Never-married, Other-service, Black, Female, United-States
40, Private,183000, Some-college, Separated, Other-service, White, Female, United-States
46, Private,193000, Some-college, Divorced, Exec-managerial, White, Male, United-States
41, Private,204000, 12th, Married-civ-spouse, Protective-serv, Black, Male, ?
53, Private,89000, Some-college, Widowed, Exec-managerial, White, Female, United-States
50, Private,238000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
23, Private,139000, 11th, Never-married, Handlers-cleaners, White, Male, United-States
40, Private,127000, Bachelors, Married-spouse-absent, Exec-managerial, White, Male, United-States
54, Self-emp-inc,172000, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States
45, Private,164000, Some-college, Divorced, Exec-managerial, White, Female, United-States
53, Local-gov,608000, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, United-States
17, ?,199000, 11th, Never-married, ?, White, Male, Peru
50, Local-gov,426000, Bachelors, Divorced, Exec-managerial, White, Female, United-States
22, ?,118000, Bachelors, Never-married, ?, White, Male, United-States
30, Private,119000, Bachelors, Never-married, Other-service, White, Male, ?
40, Self-emp-inc,92000, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States
36, State-gov,77000, Masters, Never-married, Prof-specialty, White, Male, United-States
25, Self-emp-not-inc,192000, Assoc-acdm, Never-married, Sales, White, Male, United-States
29, Private,55000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
29, Private,252000, Bachelors, Never-married, Farming-fishing, White, Male, United-States
22, Private,268000, Bachelors, Never-married, Sales, White, Female, United-States
56, Private,105000, Bachelors, Divorced, Prof-specialty, Black, Female, Haiti
60, Local-gov,227000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
37, Private,213000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
53, Private,133000, 7th-8th, Divorced, Machine-op-inspct, White, Female, United-States
23, State-gov,309000, Some-college, Never-married, Adm-clerical, White, Female, United-States
18, Private,59000, HS-grad, Never-married, Priv-house-serv, White, Female, United-States
36, Private,33000, Some-college, Divorced, Sales, White, Female, United-States
67, Self-emp-inc,74000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, Private,118000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
26, Private,169000, Bachelors, Married-civ-spouse, Sales, White, Male, United-States
18, Private,309000, 11th, Never-married, Adm-clerical, Asian-Pac-Islander, Female, United-States
45, Local-gov,145000, Masters, Divorced, Prof-specialty, Black, Female, United-States
64, Private,102000, 11th, Married-civ-spouse, Sales, White, Male, United-States
26, Private,336000, HS-grad, Never-married, Sales, White, Female, United-States
53, Private,30000, Some-college, Divorced, Prof-specialty, White, Female, United-States
27, Private,210000, HS-grad, Never-married, Handlers-cleaners, White, Male, Guatemala
32, Private,191000, Some-college, Divorced, Machine-op-inspct, Amer-Indian-Eskimo, Male, United-States
49, Self-emp-not-inc,108000, HS-grad, Divorced, Exec-managerial, White, Female, United-States
59, Private,97000, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States
44, Private,156000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
61, Self-emp-not-inc,181000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
41, ?,345000, HS-grad, Divorced, ?, White, Female, United-States
46, State-gov,170000, HS-grad, Separated, Adm-clerical, White, Female, United-States
32, Private,179000, HS-grad, Never-married, Adm-clerical, White, Male, United-States
29, Private,118000, HS-grad, Never-married, Sales, White, Female, United-States
48, Private,150000, Masters, Never-married, Exec-managerial, White, Male, United-States
32, Private,30000, Some-college, Divorced, Exec-managerial, White, Female, United-States
21, Private,154000, HS-grad, Never-married, Handlers-cleaners, White, Female, United-States
50, Self-emp-not-inc,342000, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States
44, Local-gov,145000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
51, Private,280000, HS-grad, Separated, Adm-clerical, White, Female, United-States
42, Private,373000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
27, Private,199000, Bachelors, Never-married, Protective-serv, White, Female, United-States
70, Self-emp-not-inc,177000, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States
33, Private,259000, HS-grad, Divorced, Exec-managerial, White, Female, United-States
65, Self-emp-not-inc,140000, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States
39, Private,258000, Masters, Never-married, Adm-clerical, White, Male, ?
32, Private,117000, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States
30, Private,59000, Some-college, Divorced, Prof-specialty, White, Female, United-States
43, Self-emp-inc,34000, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States
31, Private,200000, 9th, Never-married, Other-service, White, Male, United-States
64, Federal-gov,316000, Bachelors, Divorced, Adm-clerical, Black, Female, United-States
37, Local-gov,239000, Some-college, Separated, Protective-serv, Other, Male, United-States
49, Self-emp-not-inc,173000, HS-grad, Divorced, Sales, White, Male, United-States
29, Private,259000, 11th, Never-married, Machine-op-inspct, White, Male, United-States
35, Local-gov,196000, HS-grad, Divorced, Exec-managerial, White, Male, United-States
37, Private,201000, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, United-States
42, State-gov,160000, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States
21, ?,416000, Some-college, Never-married, ?, White, Male, United-States
23, Private,147000, Assoc-acdm, Never-married, Sales, White, Male, United-States
35, Local-gov,200000, HS-grad, Never-married, Other-service, Black, Female, United-States
29, State-gov,198000, Assoc-voc, Married-civ-spouse, Protective-serv, White, Male, United-States
23, Private,377000, Some-college, Never-married, Other-service, White, Female, United-States
21, Private,401000, Some-college, Never-married, Other-service, White, Female, ?
45, Private,514000, Bachelors, Never-married, Prof-specialty, White, Male, United-States
24, ?,175000, Bachelors, Never-married, ?, White, Male, United-States
38, Private,83000, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States
28, ?,78000, 10th, Never-married, ?, White, Female, United-States
23, Private,172000, HS-grad, Never-married, Sales, White, Female, United-States
39, Self-emp-not-inc,316000, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male, Iran
45, Private,267000, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States
68, Private,193000, Assoc-acdm, Divorced, Exec-managerial, White, Female, United-States
60, Federal-gov,237000, Assoc-voc, Divorced, Prof-specialty, White, Male, United-States
38, State-gov,110000, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, ?
41, Private,328000, 12th, Separated, Craft-repair, Black, Male, United-States
48, Private,35000, HS-grad, Divorced, Craft-repair, White, Male, United-States
33, Private,59000, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States
48, Private,156000, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States
23, Local-gov,210000, Some-college, Never-married, Adm-clerical, White, Female, United-States
