IS_TENT,GENDER,AGE,MARITAL_STATUS,PROFESSION
False,M,29,Single,Trades
False,M,22,Single,Other
False,M,58,Married,Trades
False,M,58,Married,Trades
True,M,28,Single,Other
False,M,28,Single,Other
True,M,20,Single,Other
False,M,20,Single,Other
False,M,58,Married,Other
False,M,28,Single,Other
False,M,20,Single,Student
False,M,38,Married,Other
False,F,45,Married,Other
False,F,40,Unspecified,Hospitality
False,M,28,Married,Professional
False,M,35,Married,Sales
False,F,25,Single,Retail
False,F,32,Single,Professional
False,F,46,Married,Executive
False,F,46,Married,Executive
False,F,46,Married,Executive
False,F,46,Married,Executive
False,F,39,Married,Other
False,F,39,Married,Other
False,F,39,Married,Other
False,M,36,Married,Other
False,M,36,Married,Other
False,M,36,Married,Other
True,F,30,Married,Other
False,F,30,Married,Other
False,F,33,Married,Hospitality
False,M,51,Married,Other
False,M,51,Married,Other
False,M,51,Married,Other
False,F,55,Married,Retired
False,F,40,Married,Other
False,M,28,Single,Trades
False,M,41,Married,Executive
False,M,43,Married,Other
False,M,43,Married,Other
False,M,36,Married,Executive
False,M,20,Single,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
True,M,25,Single,Trades
False,M,25,Single,Trades
False,F,36,Married,Other
False,F,35,Married,Other
False,F,35,Married,Other
False,F,35,Married,Other
False,M,41,Married,Professional
False,M,41,Married,Professional
False,M,36,Married,Sales
False,M,46,Married,Professional
False,M,46,Married,Professional
False,M,46,Married,Professional
False,F,22,Single,Professional
False,F,22,Single,Professional
False,F,22,Single,Other
False,F,46,Married,Other
False,F,24,Married,Other
False,F,24,Married,Other
True,F,30,Married,Hospitality
True,F,30,Married,Hospitality
False,F,26,Single,Other
False,M,22,Single,Student
False,M,36,Married,Trades
False,M,36,Married,Trades
False,M,36,Married,Trades
False,M,36,Married,Trades
False,M,27,Married,Other
False,F,36,Married,Professional
False,M,31,Married,Other
False,M,23,Single,Sales
False,M,23,Single,Sales
False,M,24,Single,Other
False,M,24,Single,Other
False,F,34,Married,Hospitality
False,M,42,Married,Other
False,M,42,Married,Other
False,M,24,Single,Sales
True,M,23,Single,Sales
False,M,34,Single,Executive
False,M,25,Married,Professional
False,M,25,Married,Professional
False,M,25,Married,Professional
True,M,25,Married,Professional
True,F,34,Unspecified,Other
False,F,34,Unspecified,Other
False,F,34,Unspecified,Other
False,M,26,Married,Other
False,M,25,Single,Other
False,F,68,Married,Other
False,M,30,Married,Trades
False,M,35,Married,Trades
False,M,27,Single,Professional
False,M,50,Married,Professional
False,M,50,Married,Professional
False,M,50,Married,Professional
True,M,34,Married,Executive
False,M,51,Unspecified,Other
False,M,30,Married,Executive
False,M,30,Married,Executive
False,M,22,Single,Sales
False,F,41,Married,Other
False,F,41,Married,Other
False,M,25,Married,Other
False,M,25,Married,Other
False,M,25,Married,Other
False,M,45,Married,Professional
False,M,45,Married,Professional
False,M,45,Married,Professional
False,M,45,Married,Professional
False,F,46,Married,Executive
False,M,25,Married,Other
False,M,54,Married,Retired
False,M,54,Married,Retired
False,M,25,Single,Sales
False,M,25,Single,Sales
False,M,25,Single,Sales
False,M,25,Single,Sales
False,M,27,Single,Retail
False,F,25,Married,Other
False,F,58,Married,Other
False,F,45,Married,Executive
False,F,43,Married,Other
False,F,45,Married,Sales
True,M,27,Single,Professional
False,M,40,Married,Executive
False,M,40,Married,Executive
False,M,40,Married,Executive
False,M,17,Single,Student
False,M,17,Single,Student
True,M,30,Unspecified,Professional
False,M,30,Unspecified,Professional
False,M,30,Single,Other
False,F,22,Single,Other
True,F,44,Unspecified,Hospitality
True,F,33,Married,Executive
False,F,33,Married,Executive
False,M,44,Single,Sales
False,F,36,Married,Professional
False,F,59,Married,Other
False,F,59,Married,Other
False,F,59,Married,Other
False,F,59,Unspecified,Hospitality
False,M,50,Unspecified,Other
False,M,50,Unspecified,Other
False,M,50,Unspecified,Other
False,M,42,Married,Trades
False,M,42,Married,Trades
False,M,42,Married,Trades
False,M,32,Married,Other
False,M,34,Single,Other
False,M,34,Single,Other
False,M,34,Single,Other
False,F,62,Married,Retired
False,M,24,Single,Sales
False,M,24,Single,Sales
False,M,37,Married,Trades
False,M,37,Married,Trades
False,M,37,Married,Trades
False,M,37,Married,Trades
False,M,37,Married,Trades
False,F,37,Single,Professional
True,M,30,Married,Sales
False,M,30,Married,Sales
False,F,24,Single,Retail
False,F,22,Single,Other
False,F,22,Single,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,M,22,Single,Other
False,M,22,Single,Other
False,M,51,Married,Professional
False,M,51,Married,Professional
False,F,33,Unspecified,Other
False,F,33,Unspecified,Other
True,F,46,Married,Hospitality
False,F,46,Married,Hospitality
False,F,46,Married,Hospitality
False,F,38,Married,Professional
False,M,42,Married,Retired
False,F,31,Married,Other
False,F,31,Married,Other
False,F,31,Married,Other
False,F,31,Married,Other
True,M,22,Single,Trades
False,M,40,Married,Sales
False,M,40,Married,Sales
False,M,40,Married,Sales
False,M,40,Married,Sales
False,M,27,Single,Professional
False,M,27,Single,Professional
False,M,41,Married,Sales
False,M,41,Married,Sales
False,F,38,Unspecified,Hospitality
False,F,38,Unspecified,Hospitality
False,M,45,Married,Trades
False,M,45,Married,Trades
False,M,45,Married,Trades
False,M,39,Married,Sales
False,F,40,Married,Other
False,F,40,Married,Other
False,F,35,Married,Other
False,M,34,Single,Professional
False,M,34,Single,Professional
False,M,41,Married,Executive
False,M,57,Married,Professional
False,F,28,Single,Other
False,F,52,Married,Other
False,M,23,Single,Other
False,F,31,Married,Professional
False,F,31,Married,Professional
False,M,22,Single,Student
False,M,22,Single,Student
False,F,27,Single,Retail
False,F,25,Single,Retail
False,F,23,Single,Other
False,F,29,Single,Student
False,F,28,Single,Professional
False,F,36,Married,Executive
False,M,25,Single,Sales
False,M,44,Married,Retired
False,M,44,Married,Retired
False,M,44,Married,Retired
False,M,38,Single,Professional
False,M,38,Single,Professional
False,M,21,Single,Professional
False,M,33,Married,Other
False,M,33,Married,Other
False,M,35,Married,Other
False,F,46,Married,Other
False,F,35,Single,Professional
False,M,41,Married,Other
False,F,31,Single,Professional
True,M,22,Single,Executive
False,M,23,Single,Sales
False,M,23,Single,Sales
False,F,39,Married,Other
False,F,39,Married,Other
False,M,25,Unspecified,Other
False,M,25,Unspecified,Other
False,M,25,Unspecified,Other
True,F,36,Married,Other
False,F,50,Married,Other
False,F,30,Single,Professional
False,M,43,Married,Other
False,M,38,Married,Other
False,M,38,Married,Other
False,F,20,Married,Retail
False,F,20,Married,Retail
False,F,20,Married,Retail
False,F,20,Married,Retail
False,F,38,Single,Professional
False,F,38,Single,Professional
True,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,53,Married,Professional
False,F,53,Married,Professional
False,F,35,Unspecified,Hospitality
False,F,35,Unspecified,Hospitality
False,F,35,Unspecified,Hospitality
False,M,23,Single,Sales
False,M,23,Single,Sales
False,F,24,Single,Other
False,F,24,Single,Other
False,F,59,Married,Retired
False,F,28,Single,Other
False,F,28,Single,Other
True,F,46,Married,Other
False,F,46,Married,Other
False,F,46,Unspecified,Hospitality
False,M,28,Single,Professional
False,M,24,Single,Professional
False,M,46,Married,Other
False,M,46,Married,Other
False,M,46,Married,Other
False,M,22,Single,Retail
False,M,22,Single,Retail
False,M,23,Single,Other
False,M,23,Single,Other
False,F,24,Single,Hospitality
False,M,49,Married,Professional
False,M,49,Married,Professional
False,M,47,Married,Retired
False,M,47,Married,Retired
False,M,47,Married,Retired
False,M,47,Married,Retired
False,M,24,Single,Student
False,F,29,Single,Student
False,F,29,Single,Student
False,F,37,Single,Professional
True,M,21,Single,Trades
False,M,21,Single,Trades
False,F,22,Single,Retail
False,F,39,Married,Other
False,F,39,Married,Other
False,F,49,Married,Executive
False,M,24,Single,Student
False,F,32,Married,Other
False,M,38,Single,Professional
False,M,38,Single,Professional
False,M,38,Single,Professional
False,M,38,Single,Professional
False,F,37,Married,Executive
False,F,30,Married,Other
False,F,30,Married,Other
False,F,36,Single,Professional
False,F,33,Married,Other
False,M,31,Married,Other
False,M,31,Married,Other
False,F,53,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,34,Married,Other
False,F,21,Single,Retail
False,F,25,Single,Retail
False,M,26,Married,Professional
False,F,43,Married,Other
False,F,43,Married,Other
False,F,43,Married,Other
False,F,22,Married,Retail
False,F,22,Married,Retail
False,F,22,Married,Retail
False,F,22,Single,Hospitality
False,F,44,Married,Executive
False,F,33,Married,Other
True,M,25,Single,Trades
False,M,25,Single,Trades
False,M,19,Single,Sales
False,F,28,Single,Other
True,F,34,Married,Other
False,F,24,Single,Professional
False,M,21,Single,Sales
False,M,21,Single,Sales
False,F,19,Single,Other
False,M,29,Married,Professional
False,M,33,Married,Executive
False,M,33,Married,Executive
True,M,33,Married,Executive
False,M,33,Married,Executive
False,M,35,Married,Other
False,M,28,Married,Other
False,M,28,Married,Other
False,M,41,Married,Executive
False,M,41,Married,Other
True,F,41,Married,Other
False,F,41,Married,Other
False,F,41,Married,Other
False,M,53,Married,Other
False,M,53,Married,Other
False,M,48,Married,Professional
True,F,30,Unspecified,Other
False,F,30,Unspecified,Other
False,F,49,Married,Executive
False,F,24,Single,Other
False,M,46,Married,Trades
False,M,46,Married,Trades
False,F,29,Married,Other
False,F,21,Single,Retail
False,F,39,Married,Other
False,F,39,Married,Other
False,M,43,Unspecified,Other
True,M,22,Single,Professional
False,M,22,Single,Professional
False,M,32,Married,Executive
False,F,42,Unspecified,Hospitality
False,F,42,Unspecified,Hospitality
False,M,25,Single,Other
False,M,22,Single,Other
False,M,22,Single,Other
False,M,22,Single,Other
False,F,28,Single,Other
False,M,33,Married,Sales
False,F,29,Unspecified,Other
False,F,29,Unspecified,Other
False,F,29,Unspecified,Other
False,F,24,Single,Other
False,F,24,Single,Other
False,F,19,Single,Retail
True,M,32,Married,Sales
False,M,32,Married,Sales
False,M,32,Married,Sales
False,F,26,Single,Professional
False,M,26,Married,Other
False,M,39,Married,Other
True,F,22,Single,Other
False,F,22,Single,Other
False,M,42,Single,Other
False,M,31,Single,Trades
False,M,31,Single,Trades
False,M,31,Single,Trades
False,M,31,Single,Trades
True,F,37,Married,Other
False,F,37,Married,Other
False,F,37,Married,Other
True,F,48,Married,Executive
True,M,32,Single,Trades
False,M,32,Single,Trades
False,F,33,Married,Other
False,F,33,Married,Other
False,F,25,Single,Student
False,M,24,Single,Retail
False,M,35,Married,Other
False,M,35,Married,Other
False,M,47,Married,Retired
False,M,47,Married,Retired
False,F,28,Married,Professional
False,F,39,Single,Retail
False,F,34,Married,Executive
False,F,34,Married,Executive
False,F,43,Married,Other
False,M,44,Married,Trades
False,M,22,Single,Retail
False,M,29,Single,Other
False,M,29,Single,Other
False,M,29,Single,Other
False,M,31,Single,Other
False,M,44,Married,Other
False,F,42,Married,Sales
False,M,42,Married,Other
False,F,44,Married,Retired
True,M,41,Married,Other
False,F,58,Married,Other
False,F,33,Married,Executive
False,F,25,Married,Retail
False,F,66,Married,Other
False,M,25,Single,Retail
False,M,25,Single,Retail
False,F,28,Single,Other
False,M,25,Married,Sales
False,F,68,Married,Other
False,F,25,Married,Executive
False,M,20,Single,Student
False,M,30,Married,Executive
False,F,30,Married,Other
False,M,37,Married,Sales
False,M,37,Married,Sales
True,M,37,Married,Sales
False,F,33,Married,Other
False,F,33,Married,Other
False,F,38,Single,Other
False,F,45,Married,Executive
False,F,45,Married,Executive
False,F,45,Married,Other
False,F,24,Single,Student
False,F,29,Single,Professional
False,M,31,Married,Sales
False,M,31,Married,Sales
True,M,33,Unspecified,Professional
False,M,33,Unspecified,Professional
False,M,33,Single,Other
False,M,41,Married,Executive
False,F,35,Single,Professional
False,M,44,Married,Executive
False,M,44,Married,Executive
False,M,44,Married,Executive
False,M,39,Unspecified,Trades
False,M,20,Single,Sales
False,M,20,Single,Sales
False,F,29,Married,Other
False,F,29,Married,Other
True,M,28,Single,Other
False,F,50,Married,Other
False,F,50,Married,Other
False,M,30,Single,Other
False,M,30,Single,Other
False,M,40,Married,Sales
False,F,54,Unspecified,Sales
True,M,20,Single,Professional
False,M,20,Single,Professional
False,M,36,Married,Other
False,F,26,Single,Other
False,F,26,Single,Other
False,F,27,Single,Professional
True,M,24,Single,Trades
False,M,24,Single,Trades
False,F,41,Married,Other
False,M,52,Unspecified,Other
False,M,52,Unspecified,Other
False,F,31,Single,Retail
False,F,33,Married,Executive
False,M,31,Single,Trades
False,M,31,Single,Trades
False,M,36,Married,Other
True,M,30,Single,Professional
False,F,26,Single,Other
False,F,26,Married,Executive
False,M,59,Unspecified,Other
True,M,31,Married,Other
False,M,31,Married,Other
False,F,25,Single,Hospitality
False,F,25,Single,Hospitality
False,F,25,Single,Hospitality
False,F,52,Married,Retired
False,M,30,Married,Executive
False,M,28,Married,Other
False,M,28,Married,Other
False,F,36,Single,Retail
False,F,49,Unspecified,Hospitality
False,F,49,Unspecified,Hospitality
False,M,32,Married,Sales
False,M,32,Married,Sales
False,F,20,Married,Other
False,F,20,Married,Other
False,F,30,Single,Other
False,F,28,Single,Other
False,F,24,Single,Student
False,F,29,Married,Other
False,M,40,Married,Sales
False,M,43,Unspecified,Other
True,M,30,Single,Sales
False,M,30,Single,Sales
False,F,29,Single,Student
False,F,20,Single,Other
True,F,20,Single,Other
False,M,29,Single,Other
False,M,29,Single,Other
False,M,49,Unspecified,Other
True,M,49,Unspecified,Other
False,F,26,Single,Student
False,M,51,Married,Other
False,M,51,Married,Other
True,M,25,Single,Sales
False,M,25,Single,Sales
False,F,32,Unspecified,Professional
False,F,49,Unspecified,Hospitality
False,M,32,Married,Other
False,M,32,Married,Other
False,M,42,Married,Executive
False,M,22,Single,Other
True,M,37,Married,Sales
False,M,37,Married,Sales
False,F,38,Single,Professional
False,F,26,Single,Sales
False,F,28,Single,Other
False,M,43,Married,Trades
False,M,43,Married,Trades
False,M,36,Single,Professional
False,M,28,Single,Professional
False,M,28,Single,Professional
False,M,28,Single,Professional
True,M,29,Single,Trades
False,M,29,Single,Trades
False,F,21,Single,Other
False,M,27,Unspecified,Sales
False,F,30,Married,Other
False,F,30,Married,Other
False,M,34,Single,Trades
False,M,37,Married,Sales
False,F,34,Married,Other
False,M,26,Married,Sales
False,M,36,Married,Other
False,M,41,Married,Trades
False,M,41,Married,Trades
False,M,41,Married,Trades
False,F,41,Married,Other
False,M,45,Married,Retired
False,M,45,Married,Retired
False,M,45,Married,Retired
False,F,19,Single,Professional
False,M,47,Unspecified,Other
False,M,47,Unspecified,Other
False,F,35,Married,Executive
False,M,38,Married,Sales
True,F,33,Married,Executive
False,M,28,Single,Executive
True,M,38,Married,Trades
True,M,27,Single,Executive
False,M,27,Single,Executive
False,M,40,Married,Sales
False,M,53,Unspecified,Other
False,F,25,Married,Other
False,F,25,Married,Other
False,F,25,Married,Other
False,F,26,Single,Professional
False,F,48,Married,Hospitality
False,F,48,Married,Hospitality
False,F,68,Married,Retired
False,F,21,Single,Student
False,M,22,Single,Other
False,M,59,Married,Trades
False,M,59,Married,Trades
False,M,59,Married,Trades
False,M,36,Married,Other
True,M,34,Single,Other
True,M,29,Single,Sales
False,M,29,Single,Sales
False,M,42,Single,Executive
False,M,42,Single,Executive
False,M,42,Single,Executive
False,M,31,Married,Professional
False,M,31,Married,Professional
False,M,31,Married,Professional
False,M,31,Married,Professional
False,M,31,Married,Professional
True,M,30,Single,Other
False,M,30,Single,Other
False,M,30,Single,Other
False,M,30,Single,Other
False,M,30,Single,Other
False,F,23,Single,Other
False,F,23,Single,Other
False,F,28,Single,Other
False,F,25,Single,Professional
False,F,43,Married,Sales
False,F,43,Married,Sales
False,F,32,Married,Executive
False,F,45,Married,Other
False,F,45,Married,Other
False,F,31,Single,Professional
False,F,26,Single,Other
False,M,42,Single,Other
False,F,26,Married,Other
False,F,26,Married,Other
False,F,26,Married,Other
False,F,26,Married,Other
False,M,25,Unspecified,Sales
False,F,24,Single,Other
False,F,24,Single,Student
True,M,21,Single,Professional
False,M,21,Single,Professional
False,F,33,Married,Retail
False,F,33,Married,Retail
True,F,31,Married,Executive
False,F,31,Married,Executive
False,F,68,Married,Other
False,F,42,Unspecified,Hospitality
True,F,32,Married,Other
False,F,32,Married,Other
False,F,32,Married,Other
False,F,61,Married,Other
False,F,61,Married,Other
True,M,29,Single,Professional
False,M,29,Single,Professional
False,F,34,Married,Hospitality
False,F,29,Married,Retail
False,F,41,Married,Sales
False,F,36,Married,Professional
False,M,42,Single,Executive
False,F,37,Married,Other
False,M,37,Married,Executive
False,M,37,Married,Executive
False,M,37,Married,Executive
False,F,28,Single,Other
False,F,46,Married,Other
False,F,46,Married,Other
False,M,40,Married,Retired
False,M,40,Married,Retired
False,F,45,Married,Executive
False,F,26,Single,Student
False,F,52,Married,Other
False,M,37,Married,Other
False,F,23,Single,Other
False,F,23,Single,Other
False,F,29,Single,Other
False,M,45,Married,Retired
False,M,45,Married,Retired
False,M,45,Married,Retired
False,F,35,Married,Other
False,F,35,Married,Other
False,F,35,Married,Other
False,F,23,Single,Other
False,F,23,Single,Other
False,F,19,Single,Student
False,F,19,Single,Other
False,F,19,Single,Other
False,M,59,Married,Trades
False,M,59,Married,Trades
False,F,29,Single,Other
False,F,37,Married,Executive
False,F,25,Single,Sales
False,M,42,Unspecified,Trades
False,M,27,Single,Professional
True,M,27,Single,Professional
False,F,26,Married,Retail
False,F,29,Single,Student
False,F,21,Single,Student
False,F,50,Married,Retired
False,F,50,Married,Retired
False,M,39,Married,Other
True,M,20,Single,Other
False,M,20,Single,Other
False,F,41,Married,Other
False,M,26,Single,Retail
False,M,35,Single,Executive
False,M,35,Single,Executive
True,M,35,Single,Executive
False,F,26,Single,Other
False,M,20,Single,Professional
False,F,26,Single,Other
False,M,24,Single,Student
False,M,33,Married,Other
False,F,49,Married,Other
False,F,30,Married,Other
False,M,49,Unspecified,Trades
False,M,49,Unspecified,Trades
False,M,44,Married,Executive
False,F,54,Married,Retail
False,M,29,Single,Other
False,M,29,Single,Other
True,M,21,Single,Executive
False,M,21,Single,Executive
False,F,32,Married,Other
False,F,32,Married,Other
False,F,42,Married,Other
True,M,41,Married,Trades
False,M,44,Married,Executive
False,M,32,Single,Professional
False,F,51,Married,Other
False,F,51,Married,Other
False,F,49,Married,Other
False,F,49,Married,Other
False,M,29,Married,Executive
False,M,29,Married,Executive
False,F,23,Single,Sales
False,F,22,Single,Other
False,F,22,Single,Other
False,F,22,Single,Other
False,F,54,Married,Other
False,M,43,Married,Professional
False,M,43,Married,Professional
True,M,28,Single,Executive
False,F,23,Single,Other
False,M,39,Married,Other
False,M,28,Married,Sales
False,M,57,Married,Trades
True,F,26,Single,Other
False,M,25,Single,Other
False,F,39,Married,Executive
True,F,45,Unspecified,Hospitality
False,F,45,Unspecified,Hospitality
False,F,39,Married,Other
False,F,39,Married,Other
False,F,42,Married,Executive
False,M,21,Single,Sales
False,F,19,Single,Professional
False,F,26,Married,Executive
True,M,20,Single,Other
False,F,26,Single,Other
False,F,25,Single,Sales
False,M,39,Married,Other
False,F,37,Married,Executive
False,M,21,Single,Student
False,F,23,Married,Retail
False,M,27,Married,Sales
False,M,27,Married,Sales
False,F,23,Single,Professional
True,F,28,Single,Hospitality
False,F,59,Married,Other
False,F,59,Married,Other
True,M,24,Single,Other
False,M,24,Single,Other
False,F,23,Single,Professional
False,F,20,Single,Other
False,F,20,Single,Other
False,F,20,Single,Other
False,F,50,Married,Other
False,F,50,Married,Other
False,M,36,Married,Sales
False,M,36,Married,Sales
False,M,36,Married,Sales
False,F,21,Single,Other
False,F,21,Single,Other
False,F,23,Single,Hospitality
False,F,23,Single,Hospitality
False,M,41,Married,Other
False,F,18,Single,Professional
False,F,23,Single,Student
False,M,34,Single,Other
False,M,34,Single,Other
False,M,59,Married,Other
False,M,19,Single,Professional
False,F,40,Married,Other
False,F,40,Married,Other
False,F,40,Married,Other
False,F,40,Married,Other
False,F,22,Single,Other
False,F,35,Married,Executive
False,F,35,Married,Executive
False,F,51,Unspecified,Hospitality
False,M,44,Married,Professional
True,F,34,Married,Executive
False,M,41,Married,Trades
False,F,49,Married,Other
False,M,54,Married,Professional
False,M,31,Single,Professional
False,F,31,Married,Executive
False,F,38,Married,Other
False,F,32,Single,Professional
True,M,26,Single,Other
False,M,26,Single,Other
False,M,35,Married,Other
False,F,41,Married,Professional
False,M,44,Married,Other
True,M,28,Single,Sales
False,M,28,Single,Sales
False,F,45,Married,Other
False,F,45,Married,Other
False,M,26,Married,Sales
False,F,52,Unspecified,Sales
False,F,32,Married,Other
False,M,37,Married,Other
False,M,44,Married,Sales
False,M,44,Single,Sales
False,M,44,Single,Sales
False,M,19,Single,Other
False,M,29,Married,Other
True,F,32,Married,Retail
False,F,32,Married,Retail
False,M,25,Single,Trades
False,F,45,Married,Other
True,M,32,Single,Trades
False,M,39,Married,Professional
False,F,25,Married,Other
True,F,25,Married,Other
False,M,30,Single,Professional
False,M,30,Single,Professional
False,F,34,Unspecified,Hospitality
False,F,34,Unspecified,Hospitality
False,M,39,Married,Other
False,F,32,Married,Executive
True,M,37,Married,Other
False,F,20,Single,Hospitality
False,F,20,Single,Hospitality
False,F,40,Married,Other
False,F,54,Unspecified,Hospitality
False,F,64,Married,Retired
False,F,19,Single,Other
False,F,19,Single,Other
True,F,19,Single,Other
True,M,37,Married,Other
False,F,35,Unspecified,Hospitality
True,M,26,Single,Other
False,M,26,Single,Other
False,F,44,Married,Other
False,F,44,Married,Other
False,F,44,Married,Other
False,M,26,Married,Other
False,F,38,Single,Other
True,M,24,Single,Trades
False,M,24,Single,Trades
False,M,35,Married,Other
False,F,28,Single,Other
False,M,42,Married,Other
False,M,29,Single,Other
False,M,29,Single,Other
False,M,33,Married,Executive
False,F,33,Married,Other
False,M,20,Single,Other
False,F,34,Married,Executive
False,M,24,Single,Sales
False,F,47,Married,Sales
False,F,26,Single,Retail
False,F,38,Married,Other
True,F,46,Married,Other
False,F,36,Single,Retail
False,F,36,Single,Retail
True,F,36,Single,Retail
False,M,28,Single,Professional
False,M,28,Single,Professional
False,F,38,Married,Professional
False,M,19,Single,Student
False,M,19,Single,Student
False,M,19,Single,Student
False,M,36,Married,Other
False,M,36,Married,Other
True,M,32,Single,Other
False,M,32,Single,Other
False,M,32,Single,Other
False,F,27,Unspecified,Other
False,M,23,Single,Sales
True,M,23,Single,Sales
False,M,37,Unspecified,Trades
False,M,32,Married,Other
False,M,32,Married,Other
False,M,32,Married,Other
False,M,32,Married,Other
False,M,32,Married,Other
False,F,22,Single,Other
False,M,40,Married,Trades
False,M,31,Single,Trades
False,M,31,Single,Trades
True,M,31,Single,Trades
False,F,47,Married,Retired
False,M,36,Single,Other
False,M,36,Single,Other
False,M,36,Unspecified,Sales
False,M,36,Unspecified,Sales
True,M,36,Unspecified,Sales
False,F,64,Married,Retired
True,M,27,Single,Trades
False,M,26,Married,Executive
False,M,34,Married,Other
False,F,49,Married,Other
False,F,49,Married,Other
False,F,49,Married,Other
False,F,49,Married,Other
False,M,43,Married,Other
False,F,30,Married,Hospitality
False,F,30,Married,Hospitality
False,F,30,Single,Retail
False,F,30,Single,Retail
False,F,69,Married,Retired
False,F,69,Married,Retired
False,M,20,Single,Student
False,M,20,Single,Student
False,M,20,Single,Student
False,M,20,Single,Student
False,M,20,Single,Student
True,M,19,Single,Professional
False,M,36,Married,Sales
False,F,22,Single,Student
True,M,21,Single,Professional
False,M,21,Single,Professional
False,F,30,Single,Professional
False,F,29,Married,Retail
False,M,46,Unspecified,Other
False,M,46,Unspecified,Other
False,M,46,Unspecified,Other
False,F,19,Single,Other
False,F,37,Unspecified,Hospitality
False,M,27,Married,Other
False,M,27,Married,Other
False,F,33,Married,Other
False,F,33,Married,Other
False,M,31,Married,Other
False,M,29,Married,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,F,26,Single,Retail
False,F,29,Married,Other
False,F,29,Married,Other
False,F,27,Married,Other
False,F,27,Married,Other
False,M,32,Married,Trades
True,F,23,Married,Retail
False,F,23,Married,Retail
False,M,48,Unspecified,Other
False,M,48,Unspecified,Other
False,M,37,Married,Other
False,M,37,Married,Other
False,M,32,Single,Professional
False,M,32,Single,Professional
False,M,26,Single,Other
False,M,29,Married,Other
False,F,34,Married,Executive
False,F,34,Married,Executive
False,F,34,Married,Executive
True,M,24,Single,Other
False,M,24,Single,Other
False,M,39,Married,Executive
False,M,39,Married,Executive
False,M,39,Married,Executive
False,F,25,Single,Other
False,M,27,Single,Professional
False,M,27,Single,Professional
False,M,51,Married,Other
False,M,51,Married,Other
False,F,37,Married,Other
False,F,37,Married,Other
False,M,36,Married,Executive
False,M,36,Married,Executive
False,F,24,Single,Professional
False,M,44,Married,Sales
False,F,45,Married,Executive
False,M,44,Married,Other
False,F,29,Single,Professional
False,F,45,Married,Other
False,M,44,Single,Other
False,F,23,Single,Other
True,F,39,Unspecified,Hospitality
False,F,39,Unspecified,Hospitality
False,F,25,Married,Sales
False,M,24,Single,Professional
False,M,19,Single,Student
False,M,19,Single,Student
False,F,48,Married,Other
False,F,35,Single,Retail
False,F,26,Single,Other
False,F,27,Married,Other
False,F,27,Married,Other
False,F,36,Married,Other
False,F,36,Married,Other
False,F,36,Married,Other
False,F,36,Married,Other
False,F,25,Single,Retail
False,M,26,Married,Sales
False,M,26,Married,Sales
False,M,33,Married,Other
False,M,33,Married,Other
False,M,37,Married,Sales
False,F,38,Married,Other
False,F,38,Married,Other
False,F,42,Married,Other
False,F,42,Married,Other
False,M,35,Married,Executive
False,F,41,Married,Sales
False,M,32,Married,Professional
True,M,23,Single,Professional
False,M,23,Single,Professional
True,F,21,Married,Retail
False,F,30,Married,Retail
False,F,36,Married,Executive
False,F,36,Married,Executive
False,F,47,Unspecified,Hospitality
False,F,47,Unspecified,Hospitality
False,M,34,Married,Other
False,F,33,Married,Hospitality
False,F,33,Married,Hospitality
False,F,33,Married,Hospitality
False,F,33,Married,Hospitality
False,F,50,Unspecified,Sales
False,F,50,Unspecified,Sales
False,M,39,Married,Other
False,M,17,Single,Student
False,M,47,Unspecified,Other
False,M,47,Unspecified,Other
False,F,19,Single,Student
False,M,49,Married,Other
False,M,49,Married,Other
False,M,49,Married,Other
False,M,23,Single,Sales
False,M,42,Married,Other
False,M,19,Single,Professional
False,F,48,Married,Executive
False,F,48,Married,Executive
False,M,58,Married,Trades
False,M,58,Married,Trades
False,M,23,Single,Sales
False,F,20,Single,Professional
False,F,38,Single,Other
False,M,25,Married,Professional
False,M,25,Married,Professional
False,F,33,Single,Professional
False,F,33,Single,Other
False,F,33,Single,Other
False,F,29,Single,Student
False,F,24,Married,Retail
False,F,24,Married,Retail
False,F,66,Married,Other
True,M,38,Married,Sales
False,F,56,Married,Other
False,F,38,Married,Other
False,F,38,Married,Other
False,F,38,Married,Other
False,F,38,Married,Other
False,F,38,Married,Other
False,M,20,Single,Trades
False,F,31,Married,Other
False,F,31,Married,Other
False,F,40,Married,Other
False,F,40,Married,Other
False,F,40,Married,Other
False,M,32,Married,Other
False,M,32,Married,Other
True,M,27,Single,Professional
False,M,27,Single,Professional
False,M,23,Single,Student
False,M,23,Single,Student
False,M,24,Single,Retail
False,F,25,Single,Professional
False,F,42,Unspecified,Hospitality
False,F,42,Unspecified,Hospitality
True,F,42,Unspecified,Hospitality
False,M,36,Married,Sales
True,M,36,Married,Sales
False,M,25,Single,Student
False,M,25,Single,Student
False,M,21,Single,Student
False,F,25,Single,Hospitality
False,F,25,Single,Hospitality
False,F,25,Single,Hospitality
False,F,25,Single,Hospitality
False,M,48,Unspecified,Other
False,F,25,Single,Other
True,M,25,Single,Other
False,M,25,Single,Other
